layer,rank,token_bucket,vision_request_id,text_request_id,vision_n,text_n,vision_g,text_g,vision_q,text_q,vision_ms,text_ms,relative_n_error,relative_latency_residual,absolute_latency_gap_ms,vision_histogram,text_histogram,vision_is_actual_critical,text_is_actual_critical
4,3,medium,motorcycle,text_15_bit_allocate,729,765,32,32,35,35,0.4340479969978332,0.4440320134162903,0.047058823529411764,-0.022484902252074446,-0.009984016418457087,"[10, 15, 24, 20, 37, 21, 22, 11, 18, 8, 7, 11, 11, 17, 15, 3, 7, 4, 8, 26, 20, 72, 13, 10, 2, 43, 3, 32, 111, 4, 58, 66]","[2, 108, 1, 12, 6, 16, 20, 37, 167, 48, 46, 1, 6, 1, 3, 16, 3, 5, 5, 46, 37, 4, 26, 5, 14, 10, 1, 26, 17, 42, 22, 12]",True,False
5,1,medium,cell,text_12_cell,660,680,28,28,32,30,0.403328001499176,0.402208000421524,0.029411764705882353,0.0027846315251767173,0.001120001077652033,"[12, 2, 85, 14, 4, 7, 9, 2, 22, 34, 32, 10, 138, 0, 48, 4, 23, 5, 86, 28, 3, 0, 0, 5, 1, 55, 12, 1, 0, 9, 3, 6]","[4, 57, 5, 38, 0, 20, 0, 12, 4, 33, 48, 16, 1, 0, 6, 3, 53, 6, 1, 7, 1, 10, 60, 0, 144, 12, 12, 19, 62, 34, 4, 8]",False,False
6,0,large,fast_gptq,text_19_tui_log,2502,2500,32,32,40,41,0.474047988653183,0.4683839976787567,0.0007993605115907274,0.012092622725148994,0.0056639909744262695,"[17, 58, 104, 80, 3, 529, 70, 3, 62, 52, 14, 4, 26, 2, 44, 33, 240, 27, 95, 151, 30, 28, 68, 15, 152, 76, 16, 238, 1, 121, 30, 113]","[11, 8, 39, 20, 2, 236, 12, 2, 82, 7, 26, 46, 55, 182, 14, 4, 1, 240, 347, 247, 78, 503, 18, 1, 114, 32, 25, 32, 1, 1, 113, 1]",False,False
6,0,small,clock_motion,text_05_coffee,398,418,28,28,28,30,0.4010240137577057,0.4054400026798248,0.04784688995215311,-0.010891843165279358,-0.004415988922119085,"[3, 30, 9, 6, 7, 33, 9, 8, 21, 2, 1, 3, 1, 1, 2, 3, 36, 0, 16, 0, 54, 26, 9, 0, 16, 2, 8, 0, 2, 57, 20, 13]","[1, 2, 1, 1, 1, 65, 1, 1, 35, 3, 17, 0, 3, 40, 1, 2, 0, 2, 114, 28, 2, 36, 0, 1, 11, 2, 3, 1, 0, 1, 42, 1]",True,True
6,3,large,method,text_19_tui_log,2471,2361,32,32,40,42,0.5084800124168396,0.4762240052223205,0.04451639012545528,0.06773284597331597,0.0322560071945191,"[14, 22, 56, 19, 11, 1, 189, 86, 115, 184, 120, 225, 63, 2, 34, 35, 61, 280, 22, 43, 9, 4, 68, 254, 44, 180, 28, 86, 4, 2, 151, 59]","[23, 10, 21, 278, 34, 1, 346, 74, 50, 149, 2, 42, 41, 1, 32, 241, 1, 137, 1, 139, 19, 3, 181, 47, 62, 7, 107, 179, 37, 6, 86, 4]",False,True
7,1,large,tui_log,text_19_tui_log,1584,1580,31,31,34,35,0.4575999975204468,0.4641920030117035,0.0025252525252525255,-0.014201032005048408,-0.006592005491256714,"[37, 10, 45, 163, 29, 345, 18, 20, 1, 8, 11, 30, 123, 16, 25, 6, 0, 12, 24, 2, 54, 2, 116, 127, 5, 102, 42, 31, 20, 3, 106, 51]","[19, 23, 57, 5, 38, 5, 1, 56, 34, 14, 14, 121, 72, 8, 38, 0, 13, 148, 71, 46, 32, 1, 14, 131, 59, 3, 217, 59, 46, 12, 65, 158]",False,False
7,1,large,tui_model_selection,text_18_tui_main,1715,1687,31,31,36,35,0.4671680033206939,0.4615359902381897,0.0163265306122449,0.012202760351576636,0.005632013082504217,"[55, 16, 27, 145, 29, 304, 29, 24, 1, 3, 23, 9, 211, 33, 26, 7, 9, 24, 40, 6, 40, 0, 112, 167, 4, 90, 20, 93, 19, 7, 85, 57]","[53, 24, 51, 1, 117, 6, 6, 41, 66, 13, 0, 64, 184, 16, 24, 6, 33, 157, 50, 43, 36, 5, 3, 147, 78, 1, 116, 65, 33, 38, 60, 150]",False,False
7,3,medium,histology,text_12_cell,778,803,30,30,35,35,0.4225600063800812,0.4308480024337768,0.031133250311332503,-0.01923647320372457,-0.008287996053695623,"[8, 7, 25, 149, 3, 19, 0, 84, 28, 18, 14, 51, 1, 19, 1, 4, 6, 23, 147, 3, 17, 49, 5, 9, 7, 0, 14, 5, 1, 21, 11, 29]","[4, 74, 44, 2, 2, 12, 1, 133, 5, 101, 0, 23, 0, 7, 6, 9, 19, 12, 5, 6, 5, 126, 15, 2, 14, 18, 4, 33, 28, 54, 6, 33]",True,True
8,0,large,deep_field,text_16_model_card,1289,1262,31,31,33,33,0.4443840086460113,0.4417279958724975,0.02094647013188518,0.006012778900888138,0.002656012773513794,"[3, 121, 2, 4, 49, 6, 17, 57, 9, 33, 70, 38, 40, 1, 285, 69, 103, 6, 30, 6, 48, 0, 22, 4, 82, 3, 11, 11, 26, 85, 20, 28]","[3, 4, 84, 135, 90, 5, 44, 199, 3, 9, 5, 4, 3, 3, 52, 59, 32, 5, 52, 88, 106, 3, 26, 0, 86, 3, 2, 46, 19, 2, 61, 29]",False,False
8,2,small,color_wheel,text_06_moon,448,429,27,27,29,28,0.4023039937019348,0.4017600119113922,0.04241071428571429,0.00135399684989701,0.0005439817905426025,"[19, 14, 5, 6, 14, 4, 0, 83, 14, 39, 2, 0, 7, 0, 69, 54, 1, 15, 1, 2, 3, 1, 3, 0, 64, 4, 1, 7, 2, 0, 11, 3]","[26, 19, 17, 10, 9, 7, 1, 0, 4, 0, 2, 0, 1, 27, 1, 100, 3, 12, 29, 15, 34, 0, 3, 31, 3, 8, 7, 6, 4, 2, 48, 0]",True,False
8,3,large,retina,text_22_retina,3244,3215,30,30,42,44,0.4955520033836365,0.5006080269813538,0.008939580764488286,-0.010099765335775612,-0.005056023597717285,"[442, 75, 16, 0, 6, 69, 36, 93, 98, 8, 226, 113, 27, 42, 93, 34, 187, 5, 13, 69, 317, 103, 247, 136, 0, 21, 118, 168, 223, 71, 49, 139]","[15, 383, 145, 112, 8, 91, 115, 212, 1, 0, 224, 0, 11, 83, 3, 148, 2, 66, 107, 1, 164, 190, 11, 7, 1, 182, 134, 83, 4, 243, 465, 4]",False,False
8,3,medium,histology,text_08_histology,437,455,26,26,27,27,0.40761598944664,0.4046399891376495,0.03956043956043956,0.007354686607551786,0.002976000308990534,"[33, 10, 3, 0, 2, 18, 7, 2, 5, 0, 5, 27, 0, 9, 6, 6, 41, 2, 0, 6, 15, 3, 13, 91, 0, 8, 1, 20, 55, 33, 0, 16]","[2, 17, 22, 32, 1, 3, 15, 11, 0, 0, 22, 1, 0, 16, 4, 9, 10, 6, 3, 1, 23, 37, 0, 0, 0, 28, 6, 20, 1, 60, 104, 1]",False,False
9,0,small,clock_motion,text_06_moon,375,375,28,28,29,29,0.4014399945735931,0.4104639887809753,0.0,-0.021984862141456785,-0.009023994207382202,"[4, 8, 8, 30, 3, 16, 9, 2, 15, 3, 15, 3, 71, 11, 3, 2, 7, 0, 22, 21, 0, 13, 8, 1, 3, 10, 9, 27, 32, 19, 0, 0]","[2, 1, 3, 6, 1, 5, 6, 53, 13, 22, 7, 9, 17, 0, 2, 0, 1, 15, 0, 1, 0, 6, 8, 117, 2, 10, 1, 1, 10, 3, 34, 19]",True,False
9,1,large,tui_log,text_22_retina,4225,4251,32,32,54,55,0.5050879716873169,0.5266240239143372,0.0061162079510703364,-0.040894549525001156,-0.021536052227020264,"[130, 48, 8, 5, 76, 9, 29, 14, 69, 47, 553, 71, 54, 42, 34, 613, 20, 48, 95, 16, 49, 36, 960, 9, 9, 243, 43, 614, 6, 206, 67, 2]","[160, 155, 41, 38, 197, 22, 52, 46, 447, 95, 21, 112, 22, 163, 5, 2, 140, 81, 223, 1, 31, 51, 725, 16, 1, 151, 4, 589, 17, 275, 358, 10]",True,False
9,3,large,tui_log,text_16_model_card,1774,1824,30,30,34,34,0.4666880071163177,0.464352011680603,0.027412280701754384,0.005030656435104364,0.002335995435714666,"[32, 1, 86, 6, 90, 112, 25, 5, 14, 44, 143, 22, 153, 0, 85, 127, 131, 3, 118, 10, 7, 70, 54, 20, 23, 200, 32, 0, 4, 65, 88, 4]","[160, 28, 55, 0, 134, 30, 243, 13, 45, 18, 115, 9, 7, 2, 117, 88, 253, 8, 75, 2, 126, 33, 91, 7, 2, 29, 30, 0, 1, 40, 2, 61]",False,True
10,0,large,method,text_23_method,4151,4233,32,32,52,53,0.545632004737854,0.5425919890403748,0.01937160406331207,0.005602765538163856,0.003040015697479248,"[126, 57, 134, 131, 109, 149, 56, 175, 148, 19, 106, 787, 43, 47, 118, 413, 86, 47, 18, 45, 31, 49, 60, 16, 477, 65, 40, 99, 11, 152, 75, 262]","[109, 11, 181, 19, 214, 109, 6, 4, 1, 20, 158, 35, 149, 553, 164, 66, 129, 414, 134, 13, 380, 380, 18, 20, 73, 1, 236, 237, 55, 17, 224, 103]",False,False
10,1,large,fast_gptq,text_21_fast_gptq,3409,3515,32,32,46,48,0.504863977432251,0.5099200010299683,0.030156472261735418,-0.009915327085630699,-0.005056023597717285,"[14, 125, 9, 10, 121, 228, 14, 7, 16, 275, 33, 76, 156, 433, 29, 237, 63, 68, 5, 62, 5, 80, 64, 338, 97, 446, 39, 26, 58, 208, 55, 12]","[4, 287, 4, 19, 12, 228, 38, 142, 63, 499, 15, 120, 16, 318, 8, 42, 29, 36, 292, 4, 17, 69, 6, 133, 43, 93, 102, 80, 108, 157, 407, 124]",False,False
10,3,large,tui_log,text_18_tui_main,2448,2486,32,32,41,40,0.4745280146598816,0.4735040068626404,0.015285599356395816,0.0021626169628978786,0.001024007797241211,"[15, 92, 29, 54, 28, 129, 25, 30, 647, 30, 98, 19, 14, 120, 125, 264, 7, 20, 14, 5, 22, 83, 22, 81, 51, 6, 37, 62, 7, 235, 54, 23]","[2, 7, 90, 424, 224, 111, 6, 21, 83, 130, 1, 78, 40, 141, 123, 158, 35, 82, 48, 4, 43, 9, 28, 142, 89, 12, 3, 42, 122, 26, 91, 71]",False,True
11,1,large,method,text_23_method,5365,5470,32,32,63,62,0.5642240047454834,0.5623360276222229,0.019195612431444242,0.0033573824733292845,0.001887977123260498,"[138, 34, 1177, 560, 45, 17, 2, 26, 144, 40, 265, 26, 397, 152, 183, 15, 69, 193, 100, 96, 21, 15, 133, 258, 110, 202, 114, 365, 11, 331, 55, 71]","[39, 11, 816, 100, 36, 150, 19, 623, 7, 177, 301, 59, 188, 290, 46, 144, 123, 262, 268, 113, 32, 220, 126, 435, 115, 15, 151, 160, 67, 281, 13, 83]",False,False
11,1,small,camera,text_07_camera,642,625,32,32,33,33,0.4245760142803192,0.4175040125846863,0.0264797507788162,0.016938763418946623,0.007072001695632935,"[53, 1, 32, 52, 60, 1, 9, 1, 12, 71, 26, 8, 52, 11, 16, 2, 17, 4, 3, 28, 20, 2, 13, 11, 1, 56, 6, 2, 27, 5, 31, 9]","[7, 5, 62, 1, 15, 34, 1, 23, 2, 36, 10, 11, 5, 85, 1, 14, 13, 28, 15, 1, 2, 55, 35, 23, 55, 1, 6, 23, 2, 30, 1, 23]",True,True
11,1,small,cat,text_04_color_wheel,376,369,29,29,30,30,0.3948799967765808,0.4067839980125427,0.018617021276595744,-0.029263691035346207,-0.011904001235961914,"[27, 1, 18, 8, 28, 2, 9, 1, 90, 0, 10, 2, 23, 24, 0, 4, 4, 5, 3, 23, 8, 14, 1, 6, 3, 35, 2, 0, 6, 3, 8, 8]","[1, 1, 46, 5, 1, 12, 1, 67, 0, 11, 20, 20, 5, 1, 0, 6, 14, 23, 17, 0, 4, 4, 1, 28, 1, 9, 4, 22, 2, 26, 1, 16]",False,True
11,1,small,phantom,text_02_cat,350,349,27,27,28,27,0.4017600119113922,0.3919360041618347,0.002857142857142857,0.02506533629276131,0.009824007749557495,"[20, 0, 5, 21, 9, 3, 0, 4, 88, 2, 24, 2, 62, 1, 1, 0, 2, 4, 7, 7, 4, 6, 1, 7, 0, 35, 2, 0, 6, 3, 16, 8]","[1, 1, 47, 3, 1, 21, 0, 29, 0, 24, 14, 5, 12, 21, 0, 10, 1, 16, 32, 2, 7, 5, 0, 26, 1, 1, 11, 26, 1, 21, 0, 10]",False,False
11,3,large,deep_field,text_16_model_card,1493,1492,30,30,33,34,0.4477759897708893,0.4545919895172119,0.0006697923643670462,-0.014993664436457443,-0.006815999746322632,"[9, 10, 32, 0, 85, 87, 28, 209, 197, 14, 21, 27, 13, 13, 87, 20, 26, 103, 177, 31, 33, 36, 3, 64, 47, 25, 2, 32, 17, 7, 0, 38]","[25, 111, 98, 121, 48, 9, 2, 37, 4, 32, 35, 3, 4, 19, 2, 55, 0, 0, 54, 129, 101, 2, 2, 2, 21, 2, 193, 20, 1, 19, 329, 12]",False,False
12,0,small,color_wheel,text_01_clock_motion,320,334,26,26,27,26,0.3973119854927063,0.3968639969825744,0.041916167664670656,0.0011288212423854471,0.00044798851013189145,"[18, 8, 3, 8, 5, 11, 4, 6, 10, 7, 33, 38, 2, 15, 2, 6, 0, 19, 7, 0, 5, 3, 0, 0, 5, 0, 6, 13, 14, 69, 0, 3]","[14, 2, 45, 2, 17, 10, 2, 4, 26, 10, 1, 1, 1, 0, 13, 10, 0, 49, 0, 0, 6, 4, 0, 3, 29, 0, 5, 20, 3, 13, 1, 43]",False,False
12,1,large,deep_field,text_19_tui_log,2302,2187,31,31,38,36,0.4545280039310455,0.4646399915218353,0.04995655951346655,-0.021763059089403902,-0.01011198759078985,"[5, 70, 42, 64, 32, 59, 24, 10, 434, 131, 136, 74, 0, 33, 37, 117, 32, 92, 12, 13, 10, 37, 28, 78, 37, 233, 64, 66, 6, 114, 51, 161]","[174, 25, 0, 215, 182, 73, 171, 4, 4, 114, 7, 119, 2, 29, 33, 42, 12, 17, 41, 45, 144, 90, 15, 90, 69, 47, 74, 18, 128, 59, 16, 128]",False,False
12,1,large,method,text_22_retina,3324,3432,31,31,46,47,0.5451520085334778,0.5175359845161438,0.03146853146853147,0.05336058717376502,0.027616024017333984,"[163, 174, 66, 393, 68, 19, 121, 5, 67, 70, 13, 32, 92, 49, 62, 28, 151, 441, 16, 79, 286, 43, 23, 250, 46, 184, 51, 34, 269, 6, 23, 0]","[358, 6, 4, 145, 334, 37, 326, 4, 0, 190, 62, 383, 2, 2, 26, 34, 8, 39, 50, 94, 207, 188, 18, 89, 117, 6, 195, 6, 164, 39, 3, 296]",False,False
12,2,large,tui_model_selection,text_22_retina,3392,3400,32,32,47,48,0.4944320023059845,0.5287039875984192,0.002352941176470588,-0.06482263439720115,-0.03427198529243469,"[145, 33, 20, 142, 42, 123, 2, 32, 87, 16, 43, 37, 9, 26, 43, 50, 47, 226, 494, 460, 22, 74, 196, 9, 83, 157, 13, 70, 144, 13, 410, 124]","[246, 158, 118, 147, 163, 141, 12, 8, 9, 153, 377, 13, 375, 17, 5, 133, 102, 86, 94, 10, 8, 114, 167, 1, 21, 26, 12, 14, 52, 5, 165, 448]",True,False
13,1,small,phantom,text_02_cat,258,247,24,24,24,24,0.4003199934959411,0.3891200125217438,0.04263565891472868,0.028782844916185102,0.011199980974197332,"[3, 0, 7, 1, 4, 2, 0, 31, 5, 5, 13, 23, 10, 19, 0, 2, 4, 10, 0, 1, 3, 0, 7, 3, 0, 17, 13, 6, 31, 0, 38, 0]","[11, 2, 0, 1, 9, 0, 4, 6, 2, 18, 13, 0, 16, 50, 0, 30, 1, 10, 1, 1, 1, 0, 1, 7, 0, 23, 8, 0, 4, 10, 18, 0]",False,False
13,2,large,fast_gptq,text_18_tui_main,2462,2380,31,31,39,39,0.48716801404953,0.4750080108642578,0.03330625507717303,0.025599574969583205,0.012160003185272161,"[15, 99, 185, 89, 14, 57, 197, 0, 19, 14, 24, 19, 1, 48, 55, 31, 279, 78, 35, 17, 32, 101, 17, 17, 572, 110, 43, 12, 74, 80, 83, 45]","[8, 37, 90, 286, 70, 2, 408, 2, 7, 5, 11, 42, 36, 36, 105, 93, 134, 55, 150, 115, 18, 9, 3, 86, 66, 42, 59, 52, 238, 53, 0, 62]",False,True
13,2,small,color_wheel,text_07_camera,412,426,27,27,28,28,0.401087999343872,0.4083200097084045,0.03286384976525822,-0.017711623708319135,-0.007232010364532471,"[3, 16, 8, 0, 6, 15, 24, 0, 34, 0, 6, 18, 21, 7, 5, 10, 2, 5, 4, 1, 12, 15, 0, 6, 13, 69, 18, 1, 0, 4, 51, 38]","[11, 20, 15, 73, 3, 0, 14, 0, 1, 0, 3, 17, 16, 17, 20, 9, 29, 8, 28, 23, 5, 2, 0, 13, 2, 11, 1, 1, 61, 2, 0, 21]",False,False
14,0,large,fast_gptq,text_21_fast_gptq,4154,4062,31,31,51,51,0.502784013748169,0.4969600141048431,0.022147327876745306,0.011719252008265624,0.005823999643325861,"[578, 8, 65, 129, 566, 91, 114, 100, 36, 165, 118, 132, 13, 23, 4, 67, 21, 46, 41, 119, 187, 6, 93, 0, 55, 757, 136, 71, 15, 115, 264, 19]","[366, 117, 23, 205, 162, 26, 137, 305, 250, 48, 203, 56, 44, 25, 42, 162, 0, 180, 178, 6, 168, 43, 95, 27, 74, 140, 153, 5, 6, 30, 557, 229]",False,False
14,0,large,method,text_23_method,6868,6830,32,32,73,71,0.5985280275344849,0.583296000957489,0.00553290623179965,0.026113716795575836,0.01523202657699585,"[1053, 12, 28, 87, 1078, 67, 72, 102, 63, 4, 132, 74, 42, 31, 13, 68, 71, 55, 87, 42, 345, 35, 180, 1, 51, 1674, 302, 57, 56, 144, 739, 103]","[1017, 302, 9, 453, 204, 39, 42, 231, 147, 6, 235, 83, 89, 5, 46, 279, 140, 255, 254, 32, 300, 65, 59, 24, 149, 766, 232, 1, 153, 66, 775, 372]",True,True
14,0,small,phantom,text_00_coins,340,329,27,27,27,27,0.4007680118083954,0.401632010936737,0.03235294117647059,-0.0021512207812481865,-0.0008639991283416193,"[9, 7, 23, 2, 4, 4, 3, 3, 6, 0, 6, 0, 10, 1, 1, 5, 23, 7, 25, 2, 6, 3, 57, 0, 14, 62, 22, 29, 0, 4, 0, 2]","[33, 11, 3, 31, 5, 3, 21, 20, 17, 0, 14, 1, 0, 0, 2, 9, 7, 11, 7, 1, 15, 0, 9, 1, 1, 8, 18, 0, 8, 4, 56, 13]",False,True
14,1,large,tui_log,text_22_retina,2963,2976,29,29,43,45,0.4656639993190765,0.5028480291366577,0.004368279569892473,-0.07394685404539159,-0.03718402981758123,"[227, 773, 0, 2, 33, 39, 56, 21, 27, 192, 9, 207, 0, 279, 6, 275, 74, 116, 2, 1, 30, 3, 0, 40, 75, 2, 3, 22, 18, 209, 119, 103]","[78, 195, 158, 10, 21, 43, 75, 532, 0, 12, 9, 19, 6, 59, 28, 296, 275, 53, 16, 25, 277, 24, 0, 19, 59, 0, 2, 8, 387, 90, 189, 11]",False,False
14,1,medium,histology,text_12_cell,534,509,28,28,29,28,0.4181439876556396,0.4139840006828308,0.04681647940074907,0.010048666049768284,0.004159986972808782,"[13, 0, 1, 2, 0, 52, 8, 4, 33, 51, 2, 124, 0, 36, 9, 4, 5, 11, 14, 24, 14, 21, 0, 27, 4, 3, 1, 23, 19, 12, 6, 11]","[20, 31, 3, 5, 8, 6, 10, 28, 0, 8, 39, 13, 0, 31, 9, 57, 47, 12, 1, 11, 21, 3, 59, 1, 2, 0, 1, 1, 46, 10, 26, 0]",True,False
15,0,large,tui_log,text_21_fast_gptq,1297,1316,31,31,34,34,0.4508160054683685,0.4547519981861114,0.014437689969604863,-0.008655251067488656,-0.00393599271774292,"[171, 3, 10, 4, 54, 17, 2, 7, 3, 0, 23, 14, 1, 2, 2, 16, 94, 24, 9, 65, 11, 15, 6, 23, 77, 336, 38, 12, 107, 59, 10, 82]","[124, 40, 3, 22, 16, 4, 34, 2, 38, 6, 27, 30, 3, 1, 6, 20, 27, 4, 362, 18, 124, 13, 0, 161, 2, 10, 19, 7, 44, 82, 66, 1]",False,False
15,0,medium,logo,text_15_bit_allocate,513,537,29,29,31,32,0.4104000031948089,0.415008008480072,0.0446927374301676,-0.011103412924824085,-0.004608005285263117,"[7, 2, 23, 4, 5, 23, 15, 132, 0, 2, 19, 23, 17, 13, 6, 12, 9, 0, 29, 5, 46, 4, 17, 3, 8, 2, 22, 20, 36, 4, 0, 5]","[36, 12, 3, 11, 18, 4, 6, 4, 13, 0, 16, 7, 1, 1, 2, 11, 23, 0, 205, 3, 56, 0, 8, 45, 1, 3, 3, 1, 15, 6, 21, 2]",True,False
16,2,large,method,text_22_retina,5584,5380,32,32,64,66,0.5685759782791138,0.5382080078125,0.036532951289398284,0.05642422636935818,0.03036797046661377,"[26, 297, 228, 1425, 182, 21, 125, 156, 31, 91, 2, 4, 15, 61, 29, 29, 174, 54, 46, 95, 158, 1057, 9, 24, 20, 369, 157, 63, 214, 321, 89, 12]","[2, 62, 41, 827, 1, 2, 49, 6, 29, 60, 15, 7, 282, 222, 1, 11, 12, 167, 50, 293, 970, 859, 1, 1, 1, 276, 316, 31, 144, 399, 239, 4]",False,True
17,1,large,tui_log,text_19_tui_log,2345,2382,31,31,38,40,0.4686079919338226,0.4708800017833709,0.015533165407220823,-0.004825029393780822,-0.00227200984954834,"[250, 12, 77, 39, 470, 14, 31, 62, 0, 209, 38, 158, 49, 50, 33, 4, 7, 92, 112, 5, 49, 39, 106, 9, 7, 68, 186, 47, 2, 72, 3, 45]","[23, 0, 50, 80, 259, 24, 17, 48, 5, 88, 177, 21, 305, 71, 59, 41, 2, 31, 252, 11, 10, 146, 85, 43, 6, 319, 11, 29, 36, 60, 34, 39]",False,False
17,1,medium,brick,text_14_coffee_rocket,641,629,30,30,32,31,0.4022400081157684,0.4167999923229217,0.0187207488299532,-0.03493278424984414,-0.01455998420715332,"[14, 1, 22, 16, 25, 3, 80, 35, 6, 14, 12, 13, 1, 23, 43, 6, 6, 2, 0, 6, 2, 38, 104, 33, 17, 0, 5, 28, 19, 6, 41, 20]","[1, 3, 26, 20, 122, 2, 13, 14, 0, 6, 54, 3, 42, 11, 26, 40, 1, 7, 30, 0, 6, 36, 41, 18, 2, 41, 11, 2, 3, 19, 26, 3]",False,False
18,0,large,tui_main,text_18_tui_main,2038,2121,32,32,40,40,0.467519998550415,0.4694080054759979,0.039132484677039135,-0.004022102102132719,-0.0018880069255829413,"[7, 6, 24, 26, 2, 102, 16, 2, 44, 4, 6, 149, 174, 10, 17, 44, 9, 20, 16, 72, 51, 408, 24, 1, 53, 7, 184, 120, 5, 68, 13, 354]","[11, 10, 13, 15, 2, 104, 16, 3, 85, 13, 18, 7, 22, 108, 111, 15, 4, 272, 55, 509, 23, 296, 46, 10, 26, 60, 75, 16, 13, 3, 158, 2]",False,False
18,0,medium,logo,text_08_histology,538,552,30,30,32,33,0.4137600064277649,0.4037440121173858,0.025362318840579712,0.02480778416465279,0.010015994310379084,"[2, 105, 22, 9, 77, 36, 7, 2, 25, 2, 0, 11, 8, 1, 1, 3, 9, 7, 6, 1, 37, 7, 22, 0, 10, 5, 27, 62, 7, 11, 11, 5]","[11, 3, 37, 2, 2, 20, 2, 2, 37, 5, 0, 7, 11, 34, 16, 1, 10, 7, 20, 164, 12, 18, 6, 1, 6, 8, 2, 4, 0, 7, 95, 2]",False,False
19,0,large,tui_model_selection,text_18_tui_main,3119,2989,30,30,47,47,0.4746559858322143,0.4901440143585205,0.041680025649246555,-0.0315989343388724,-0.015488028526306208,"[161, 6, 7, 180, 17, 22, 326, 148, 273, 398, 20, 42, 2, 2, 246, 59, 50, 0, 99, 144, 5, 0, 1, 49, 15, 13, 8, 42, 655, 65, 36, 28]","[107, 7, 19, 24, 16, 9, 21, 135, 151, 250, 51, 4, 0, 1, 4, 5, 148, 1, 1, 291, 0, 2, 2, 8, 26, 37, 1, 206, 918, 175, 84, 285]",False,True
20,1,large,tui_log,text_18_tui_main,3409,3355,31,31,48,47,0.5037760138511658,0.4959360063076019,0.0158404224112643,0.01580850642794651,0.007840007543563898,"[40, 1, 466, 38, 14, 1, 194, 36, 49, 531, 14, 410, 10, 103, 55, 0, 27, 100, 88, 45, 14, 91, 11, 24, 1, 65, 164, 10, 719, 7, 28, 53]","[51, 0, 94, 118, 32, 35, 113, 122, 47, 88, 31, 839, 136, 93, 33, 9, 8, 298, 138, 3, 32, 40, 4, 97, 1, 141, 4, 151, 517, 70, 5, 5]",True,True
21,2,large,tui_log,text_22_retina,2930,2898,29,29,43,42,0.4713279902935028,0.4912639856338501,0.010921501706484642,-0.04058102348908199,-0.01993599534034729,"[18, 16, 63, 11, 200, 63, 6, 0, 665, 20, 183, 44, 6, 48, 143, 115, 0, 17, 686, 87, 17, 109, 0, 11, 9, 5, 33, 6, 44, 73, 64, 168]","[3, 52, 138, 32, 314, 44, 1, 3, 409, 5, 2, 3, 2, 30, 1, 204, 0, 0, 414, 493, 51, 77, 0, 3, 27, 112, 117, 1, 17, 94, 127, 122]",False,False
21,2,large,tui_model_selection,text_18_tui_main,2864,2792,30,30,42,43,0.47011199593544,0.4699200093746185,0.025139664804469275,0.00040855157684616117,0.0001919865608215332,"[21, 9, 95, 30, 286, 117, 25, 0, 513, 42, 201, 45, 15, 17, 244, 86, 3, 21, 510, 76, 19, 29, 0, 14, 24, 18, 32, 13, 95, 54, 21, 189]","[10, 32, 89, 57, 546, 65, 6, 3, 468, 1, 8, 1, 11, 15, 10, 171, 5, 0, 233, 436, 10, 188, 0, 8, 9, 74, 115, 7, 61, 45, 50, 58]",False,False
22,1,large,method,text_23_method,5256,5189,32,32,62,62,0.5722240209579468,0.5663359761238098,0.012747336377473363,0.010396734592841295,0.005888044834136963,"[42, 272, 56, 4, 326, 350, 24, 2, 172, 272, 84, 363, 129, 519, 44, 337, 20, 141, 1, 37, 1, 38, 78, 710, 245, 482, 30, 65, 1, 288, 92, 31]","[2, 307, 7, 44, 99, 282, 3, 408, 387, 495, 7, 258, 149, 410, 33, 93, 10, 360, 75, 7, 18, 31, 10, 269, 217, 171, 156, 114, 14, 349, 210, 194]",False,False
23,0,large,tui_model_selection,text_21_fast_gptq,3506,3561,31,31,46,48,0.4776000082492828,0.4979839920997619,0.015445099691098006,-0.04093301024502727,-0.020383983850479126,"[30, 198, 25, 366, 12, 55, 56, 27, 23, 65, 16, 55, 24, 65, 272, 17, 6, 40, 235, 65, 0, 94, 27, 199, 118, 613, 38, 90, 31, 15, 564, 65]","[203, 111, 7, 59, 27, 23, 2, 20, 111, 154, 4, 2, 0, 4, 85, 10, 189, 22, 472, 34, 697, 54, 118, 155, 211, 104, 149, 9, 7, 216, 299, 3]",True,False
23,1,large,deep_field,text_16_model_card,1914,1871,32,32,38,38,0.4566079974174499,0.4673919975757599,0.02246603970741902,-0.023072710303650434,-0.010784000158309992,"[18, 28, 139, 84, 120, 22, 2, 11, 350, 6, 28, 1, 63, 5, 1, 21, 40, 5, 31, 131, 45, 100, 81, 11, 4, 126, 34, 39, 14, 4, 333, 17]","[3, 6, 107, 29, 6, 210, 3, 156, 1, 34, 138, 63, 10, 136, 41, 20, 17, 127, 87, 3, 13, 68, 30, 128, 65, 1, 24, 157, 18, 138, 2, 30]",False,True
23,1,large,retina,text_22_retina,3901,4098,32,32,51,52,0.5255680084228516,0.5288000106811523,0.04807223035627135,-0.0061119557356619225,-0.0032320022583007812,"[309, 67, 335, 180, 84, 191, 21, 28, 306, 108, 66, 6, 242, 59, 19, 141, 131, 13, 55, 217, 29, 136, 2, 41, 1, 279, 152, 288, 119, 13, 226, 37]","[4, 14, 143, 24, 5, 305, 7, 284, 1, 109, 364, 82, 18, 313, 70, 92, 84, 296, 232, 14, 32, 114, 146, 370, 179, 3, 99, 331, 15, 313, 1, 34]",False,True
