pair_id,task,condition,intervention,horizon,expected_answer,parsed_answer,baseline_correct,correct,answer_consistent,tokens_exact,logit_cosine,logit_kl,logit_max_abs
identity_same_03,identity,visual_h8,visual,8,YES,YES,True,True,True,True,0.9987087497728255,0.05335536957535114,1.0390625
identity_same_05,identity,visual_h8,visual,8,YES,YES,True,True,True,True,0.9957688607839263,0.4128950611505656,1.75
identity_different_01,identity,visual_h8,visual,8,NO,NO,True,True,True,True,0.9993510010239864,3.8053588729367045e-09,0.53125
identity_different_03,identity,visual_h8,visual,8,NO,NO,True,True,True,True,0.9978975413798241,5.104792970166031e-07,0.90625
identity_different_05,identity,visual_h8,visual,8,NO,NO,True,True,True,True,0.9979600883436306,3.042395829054625e-07,0.875
brightness_first_00,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.9957347462045576,0.0013312744093781199,1.1875
brightness_first_01,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.9995641041423377,1.5058398822914489e-06,0.5
brightness_first_02,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.998250706629546,1.839434975262446e-05,0.876220703125
brightness_first_03,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.9984659294002098,3.341672440388614e-05,1.0
brightness_first_04,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.9995877951517257,0.00027493645776898324,0.5
brightness_first_05,brightness,visual_h8,visual,8,FIRST,FIRST,True,True,True,True,0.998284290989061,0.0051452799005568504,0.78125
identity_same_01,identity,full_h8,full,8,YES,NO,False,False,True,True,0.9989778843488962,0.001969192415089452,0.515625
identity_same_03,identity,full_h8,full,8,YES,YES,True,True,True,True,0.9982162391058176,0.024849176772323987,1.125
identity_same_05,identity,full_h8,full,8,YES,YES,True,True,True,True,0.9974484908860906,0.2047268193876566,1.5029296875
identity_different_01,identity,full_h8,full,8,NO,NO,True,True,True,True,0.9982498859724913,1.6163185224523285e-08,0.875
identity_different_03,identity,full_h8,full,8,NO,NO,True,True,True,True,0.9905768452027409,1.4270370679514903e-06,1.75
identity_different_05,identity,full_h8,full,8,NO,NO,True,True,True,True,0.9907264054535158,3.6468743755349666e-06,2.5
brightness_first_00,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9923816438822735,0.008944090948260427,2.1875
brightness_first_01,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9980779519210531,0.0060974119591407985,0.91015625
brightness_first_02,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9969714257784154,8.991552989093423e-06,1.0625
brightness_first_03,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9969968772789929,0.0076368733188679275,1.25
brightness_first_04,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9947521877317871,0.005553261711668176,1.046875
brightness_first_05,brightness,full_h8,full,8,FIRST,FIRST,True,True,True,True,0.9950167641648542,0.03268548797138489,1.8125
identity_same_01,identity,visual_h12,visual,12,YES,NO,False,False,True,True,0.9986341906886891,0.11733852349949701,0.875
identity_same_03,identity,visual_h12,visual,12,YES,NO,True,False,False,False,0.991467660635098,0.8709088085313154,2.6796875
identity_same_05,identity,visual_h12,visual,12,YES,NO,True,False,False,False,0.9914127537990569,1.1994081084492711,2.53125
identity_different_01,identity,visual_h12,visual,12,NO,NO,True,True,True,True,0.9956049074586465,1.9491660908599762e-09,1.28125
identity_different_03,identity,visual_h12,visual,12,NO,NO,True,True,True,True,0.9962012068653421,1.391840422904266e-07,1.0625
identity_different_05,identity,visual_h12,visual,12,NO,NO,True,True,True,True,0.9988442551732715,1.7254733402390069e-07,0.75
brightness_first_00,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9980364668498729,0.0006010872991653448,0.875
brightness_first_01,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9992814071690367,0.0011876485763122457,0.625
brightness_first_02,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9983733267938537,8.175247645110983e-06,0.75
brightness_first_03,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9977696013410005,2.1748744673763733e-05,0.9375
brightness_first_04,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9985041813780089,0.0002707567327108174,0.6875
brightness_first_05,brightness,visual_h12,visual,12,FIRST,FIRST,True,True,True,True,0.9988855263177082,0.002243881573618085,0.7421875
identity_same_01,identity,full_h12,full,12,YES,NO,False,False,True,True,0.9993658845645397,0.0077221578511409315,0.6875
identity_same_03,identity,full_h12,full,12,YES,NO,True,False,False,False,0.991321539860267,0.8708611561207947,2.7421875
identity_same_05,identity,full_h12,full,12,YES,NO,True,False,False,False,0.9915910034769839,1.0257928861475796,2.40625
identity_different_01,identity,full_h12,full,12,NO,NO,True,True,True,True,0.9891261266041558,4.0199945302682966e-07,2.03125
identity_different_03,identity,full_h12,full,12,NO,NO,True,True,True,True,0.996372574743188,1.403714739507817e-07,1.232421875
identity_different_05,identity,full_h12,full,12,NO,NO,True,True,True,True,0.9816672502055397,5.290498086633638e-07,2.46875
brightness_first_00,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9892340748018341,0.015236516402038288,2.125
brightness_first_01,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9965481734345384,0.03656666203224373,1.0625
brightness_first_02,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9980504141365459,4.461959169042879e-06,1.15625
brightness_first_03,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9977231522748965,0.005047826344937332,1.125
brightness_first_04,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9890138875295644,0.03432232457266413,2.375
brightness_first_05,brightness,full_h12,full,12,FIRST,FIRST,True,True,True,True,0.9953768803684623,0.02234812268346626,1.2265625
identity_same_01,identity,visual_h16,visual,16,YES,NO,False,False,True,True,0.9988062998647189,0.21336854471358144,0.75
identity_same_03,identity,visual_h16,visual,16,YES,NO,True,False,False,False,0.9902997967028712,1.116408879739051,2.875
identity_same_05,identity,visual_h16,visual,16,YES,NO,True,False,False,False,0.9937462047547797,0.7888073662330626,2.03125
identity_different_01,identity,visual_h16,visual,16,NO,NO,True,True,True,True,0.9968211539014646,1.1429767745148467e-07,0.90625
identity_different_03,identity,visual_h16,visual,16,NO,NO,True,True,True,True,0.9973533472507128,5.11065575138034e-07,1.0
identity_different_05,identity,visual_h16,visual,16,NO,NO,True,True,True,True,0.9958799921209677,4.212572083399834e-07,1.25
brightness_first_00,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9977547213173477,0.0012924302502254573,0.921875
brightness_first_01,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9992213920011362,0.0031964998183678234,0.515625
brightness_first_02,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9989043584380924,1.0854968657102962e-05,0.6328125
brightness_first_03,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9986143906808074,0.0020735968355652364,1.125
brightness_first_04,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9989602308922508,0.00025780112750813924,0.75
brightness_first_05,brightness,visual_h16,visual,16,FIRST,FIRST,True,True,True,True,0.9989363306065283,0.0005456154000940761,0.75
identity_same_01,identity,full_h16,full,16,YES,NO,False,False,True,True,0.9975605873161941,0.04729072586704548,0.875
identity_same_03,identity,full_h16,full,16,YES,NO,True,False,False,False,0.9898097840987454,1.2045810390225544,2.9140625
identity_same_05,identity,full_h16,full,16,YES,NO,True,False,False,False,0.9868055567333802,1.779275010093615,2.76953125
identity_different_01,identity,full_h16,full,16,NO,NO,True,True,True,True,0.9807684739960661,9.93319562253996e-07,2.25
identity_different_03,identity,full_h16,full,16,NO,NO,True,True,True,True,0.9925214116866533,1.3878683164958542e-07,1.4921875
identity_different_05,identity,full_h16,full,16,NO,NO,True,True,True,True,0.9879455458828513,2.1951237378612079e-07,2.0546875
brightness_first_00,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9843770983766077,0.044741863264602895,2.515625
brightness_first_01,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9960574576802511,0.036528388682704714,1.625
brightness_first_02,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9977520032809316,3.287873347495711e-06,1.125
brightness_first_03,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9964228527539585,0.007190541953120138,1.1875
brightness_first_04,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9949565885461074,0.012391853949680752,1.3125
brightness_first_05,brightness,full_h16,full,16,FIRST,FIRST,True,True,True,True,0.9944619596896055,0.13425176182804235,1.875
identity_same_01,identity,visual_h24,visual,24,YES,NO,False,False,True,True,0.9969792787812467,0.33044929749810364,1.5
identity_same_03,identity,visual_h24,visual,24,YES,NO,True,False,False,False,0.9791001588612909,3.473589254604919,4.875
identity_same_05,identity,visual_h24,visual,24,YES,NO,True,False,False,False,0.9854468056787182,2.4192559320668705,3.375
identity_different_01,identity,visual_h24,visual,24,NO,NO,True,True,True,True,0.887967412727432,2.0154957049470043e-05,6.75
identity_different_03,identity,visual_h24,visual,24,NO,NO,True,True,True,True,0.9942562839856363,1.4499133017727445e-07,1.609375
identity_different_05,identity,visual_h24,visual,24,NO,NO,True,True,True,True,0.9360700585494811,6.305625652287466e-06,5.0
brightness_first_00,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.975235513368613,0.021188025580912605,2.609375
brightness_first_01,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.9969908290139103,0.014361717545642836,1.0625
brightness_first_02,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.9951353004644956,0.00024208726160745373,1.59130859375
brightness_first_03,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.9987120336464048,0.0020586375551176813,1.25
brightness_first_04,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.9991492062458889,0.0026944948968684653,0.875
brightness_first_05,brightness,visual_h24,visual,24,FIRST,FIRST,True,True,True,True,0.9902504725626147,0.1908031071395897,2.0
identity_same_01,identity,full_h24,full,24,YES,NO,False,False,True,True,0.9973291533598546,0.06745453617304718,0.865234375
identity_same_03,identity,full_h24,full,24,YES,NO,True,False,False,False,0.9821802043239883,3.00707425779347,4.375
identity_same_05,identity,full_h24,full,24,YES,NO,True,False,False,False,0.9869937209374274,2.20116980887001,3.09375
identity_different_01,identity,full_h24,full,24,NO,NO,True,True,True,True,0.836874891348531,0.00016445979268689488,9.25
identity_different_03,identity,full_h24,full,24,NO,NO,True,True,True,True,0.989799592716918,1.7669499900630976e-06,2.03125
identity_different_05,identity,full_h24,full,24,NO,NO,True,True,True,True,0.9187300645556072,1.1483790045635368e-05,5.25
brightness_first_00,brightness,full_h24,full,24,FIRST,SECOND,True,False,False,False,0.9069701821924033,4.4827546567955565,7.03125
brightness_first_01,brightness,full_h24,full,24,FIRST,FIRST,True,True,True,True,0.9897307586197441,0.15374661040653023,2.3125
brightness_first_02,brightness,full_h24,full,24,FIRST,FIRST,True,True,True,True,0.9059006041706448,0.016163552013416287,5.609375
brightness_first_03,brightness,full_h24,full,24,FIRST,FIRST,True,True,True,True,0.9914552040496166,0.03292606618272671,1.875
brightness_first_04,brightness,full_h24,full,24,FIRST,FIRST,True,True,True,True,0.9939234256782751,0.041560102085641315,2.15625
brightness_first_05,brightness,full_h24,full,24,FIRST,SECOND,True,False,False,False,0.9837471255037536,0.7644021676926959,2.5
identity_same_01,identity,visual_h32,visual,32,YES,NO,False,False,True,True,0.9969592999180483,0.3304583334153862,1.5
identity_same_03,identity,visual_h32,visual,32,YES,NO,True,False,False,False,0.9781598005241693,3.7091520891524663,4.875
identity_same_05,identity,visual_h32,visual,32,YES,NO,True,False,False,False,0.9844721073857656,2.6408561032853544,3.625
identity_different_01,identity,visual_h32,visual,32,NO,NO,True,True,True,True,0.8655619599466833,6.929362173540608e-05,8.25
identity_different_03,identity,visual_h32,visual,32,NO,NO,True,True,True,True,0.9927994131040498,1.1620177207273847e-08,1.625
identity_different_05,identity,visual_h32,visual,32,NO,NO,True,True,True,True,0.915528703766237,2.2335420586679523e-05,6.5
brightness_first_00,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9715347696576772,0.021292852599833635,2.625
brightness_first_01,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9966471672103594,0.02036199009794757,1.125
brightness_first_02,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9931040168234084,0.0003485060354459071,1.875
brightness_first_03,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9981346571156284,0.005076812652067848,1.5
brightness_first_04,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9991403291959198,0.0026230084061747722,0.875
brightness_first_05,brightness,visual_h32,visual,32,FIRST,FIRST,True,True,True,True,0.9908976041885865,0.2610098024454729,2.25
identity_same_01,identity,full_h32,full,32,YES,NO,False,False,True,True,0.9963374333531682,0.21337832944213347,1.09375
identity_same_03,identity,full_h32,full,32,YES,NO,True,False,False,False,0.9812335979955079,3.239360448587207,4.5
identity_same_05,identity,full_h32,full,32,YES,NO,True,False,False,False,0.9866150865970208,2.309738938146753,3.375
identity_different_01,identity,full_h32,full,32,NO,NO,True,True,True,True,0.8348225112433965,0.0001693965161077009,10.0
identity_different_03,identity,full_h32,full,32,NO,NO,True,True,True,True,0.9257918674989554,1.8036028581032514e-06,4.875
identity_different_05,identity,full_h32,full,32,NO,NO,True,True,True,True,0.9199820794778802,2.0411951968800435e-05,6.5
brightness_first_00,brightness,full_h32,full,32,FIRST,SECOND,True,False,False,False,0.9090475171631063,4.482802249139009,7.09375
brightness_first_01,brightness,full_h32,full,32,FIRST,FIRST,True,True,True,True,0.9924690426386221,0.07397237785639826,2.4375
brightness_first_02,brightness,full_h32,full,32,FIRST,FIRST,True,True,True,True,0.8747653322843917,0.07040032103414773,6.546875
brightness_first_03,brightness,full_h32,full,32,FIRST,FIRST,True,True,True,True,0.9883327992891537,0.026797950337939542,1.875
brightness_first_04,brightness,full_h32,full,32,FIRST,FIRST,True,True,True,True,0.9857217479564893,0.04924193887319428,2.6875
brightness_first_05,brightness,full_h32,full,32,FIRST,SECOND,True,False,False,False,0.9846387098127711,0.6932881444329294,2.5
