scope,key,modality,rank,assignment_count,expert
request_layer,coffee:L42,vision,,23,100.0
request_layer,coffee:L42,vision,,8,101.0
request_layer,coffee:L42,vision,,19,102.0
request_layer,coffee:L42,vision,,29,103.0
request_layer,coffee:L42,vision,,56,104.0
request_layer,coffee:L42,vision,,19,105.0
request_layer,coffee:L42,vision,,47,106.0
request_layer,coffee:L42,vision,,0,107.0
request_layer,coffee:L42,vision,,0,108.0
request_layer,coffee:L42,vision,,16,109.0
request_layer,coffee:L42,vision,,1,110.0
request_layer,coffee:L42,vision,,25,111.0
request_layer,coffee:L42,vision,,5,112.0
request_layer,coffee:L42,vision,,11,113.0
request_layer,coffee:L42,vision,,15,114.0
request_layer,coffee:L42,vision,,17,115.0
request_layer,coffee:L42,vision,,11,116.0
request_layer,coffee:L42,vision,,12,117.0
request_layer,coffee:L42,vision,,0,118.0
request_layer,coffee:L42,vision,,29,119.0
request_layer,coffee:L42,vision,,28,120.0
request_layer,coffee:L42,vision,,1,121.0
request_layer,coffee:L42,vision,,0,122.0
request_layer,coffee:L42,vision,,6,123.0
request_layer,coffee:L42,vision,,17,124.0
request_layer,coffee:L42,vision,,5,125.0
request_layer,coffee:L42,vision,,3,126.0
request_layer,coffee:L42,vision,,46,127.0
request_layer,coffee:L43,vision,0.0,423,
request_layer,coffee:L43,vision,1.0,513,
request_layer,coffee:L43,vision,2.0,550,
request_layer,coffee:L43,vision,3.0,498,
request_layer,coffee:L43,vision,,1,0.0
request_layer,coffee:L43,vision,,25,1.0
request_layer,coffee:L43,vision,,15,2.0
request_layer,coffee:L43,vision,,30,3.0
request_layer,coffee:L43,vision,,6,4.0
request_layer,coffee:L43,vision,,10,5.0
request_layer,coffee:L43,vision,,14,6.0
request_layer,coffee:L43,vision,,26,7.0
request_layer,coffee:L43,vision,,17,8.0
request_layer,coffee:L43,vision,,10,9.0
request_layer,coffee:L43,vision,,5,10.0
request_layer,coffee:L43,vision,,10,11.0
request_layer,coffee:L43,vision,,4,12.0
request_layer,coffee:L43,vision,,0,13.0
request_layer,coffee:L43,vision,,2,14.0
request_layer,coffee:L43,vision,,53,15.0
request_layer,coffee:L43,vision,,38,16.0
request_layer,coffee:L43,vision,,9,17.0
request_layer,coffee:L43,vision,,21,18.0
request_layer,coffee:L43,vision,,5,19.0
request_layer,coffee:L43,vision,,5,20.0
request_layer,coffee:L43,vision,,17,21.0
request_layer,coffee:L43,vision,,1,22.0
request_layer,coffee:L43,vision,,2,23.0
request_layer,coffee:L43,vision,,7,24.0
request_layer,coffee:L43,vision,,9,25.0
request_layer,coffee:L43,vision,,8,26.0
request_layer,coffee:L43,vision,,2,27.0
request_layer,coffee:L43,vision,,19,28.0
request_layer,coffee:L43,vision,,12,29.0
request_layer,coffee:L43,vision,,15,30.0
request_layer,coffee:L43,vision,,25,31.0
request_layer,coffee:L43,vision,,19,32.0
request_layer,coffee:L43,vision,,0,33.0
request_layer,coffee:L43,vision,,6,34.0
request_layer,coffee:L43,vision,,1,35.0
request_layer,coffee:L43,vision,,8,36.0
request_layer,coffee:L43,vision,,9,37.0
request_layer,coffee:L43,vision,,34,38.0
request_layer,coffee:L43,vision,,19,39.0
request_layer,coffee:L43,vision,,21,40.0
request_layer,coffee:L43,vision,,10,41.0
request_layer,coffee:L43,vision,,3,42.0
request_layer,coffee:L43,vision,,6,43.0
request_layer,coffee:L43,vision,,20,44.0
request_layer,coffee:L43,vision,,25,45.0
request_layer,coffee:L43,vision,,3,46.0
request_layer,coffee:L43,vision,,10,47.0
request_layer,coffee:L43,vision,,12,48.0
request_layer,coffee:L43,vision,,9,49.0
request_layer,coffee:L43,vision,,24,50.0
request_layer,coffee:L43,vision,,47,51.0
request_layer,coffee:L43,vision,,23,52.0
request_layer,coffee:L43,vision,,11,53.0
request_layer,coffee:L43,vision,,41,54.0
request_layer,coffee:L43,vision,,8,55.0
request_layer,coffee:L43,vision,,2,56.0
request_layer,coffee:L43,vision,,19,57.0
request_layer,coffee:L43,vision,,13,58.0
request_layer,coffee:L43,vision,,20,59.0
request_layer,coffee:L43,vision,,38,60.0
request_layer,coffee:L43,vision,,9,61.0
request_layer,coffee:L43,vision,,36,62.0
request_layer,coffee:L43,vision,,7,63.0
request_layer,coffee:L43,vision,,0,64.0
request_layer,coffee:L43,vision,,27,65.0
request_layer,coffee:L43,vision,,0,66.0
request_layer,coffee:L43,vision,,7,67.0
request_layer,coffee:L43,vision,,7,68.0
request_layer,coffee:L43,vision,,8,69.0
request_layer,coffee:L43,vision,,71,70.0
request_layer,coffee:L43,vision,,19,71.0
request_layer,coffee:L43,vision,,38,72.0
request_layer,coffee:L43,vision,,18,73.0
request_layer,coffee:L43,vision,,6,74.0
request_layer,coffee:L43,vision,,13,75.0
request_layer,coffee:L43,vision,,0,76.0
request_layer,coffee:L43,vision,,17,77.0
request_layer,coffee:L43,vision,,67,78.0
request_layer,coffee:L43,vision,,35,79.0
request_layer,coffee:L43,vision,,47,80.0
request_layer,coffee:L43,vision,,9,81.0
request_layer,coffee:L43,vision,,4,82.0
request_layer,coffee:L43,vision,,2,83.0
request_layer,coffee:L43,vision,,6,84.0
request_layer,coffee:L43,vision,,20,85.0
request_layer,coffee:L43,vision,,19,86.0
request_layer,coffee:L43,vision,,7,87.0
request_layer,coffee:L43,vision,,8,88.0
request_layer,coffee:L43,vision,,8,89.0
request_layer,coffee:L43,vision,,12,90.0
request_layer,coffee:L43,vision,,24,91.0
request_layer,coffee:L43,vision,,30,92.0
request_layer,coffee:L43,vision,,0,93.0
request_layer,coffee:L43,vision,,5,94.0
request_layer,coffee:L43,vision,,16,95.0
request_layer,coffee:L43,vision,,16,96.0
request_layer,coffee:L43,vision,,3,97.0
request_layer,coffee:L43,vision,,4,98.0
request_layer,coffee:L43,vision,,14,99.0
request_layer,coffee:L43,vision,,1,100.0
request_layer,coffee:L43,vision,,3,101.0
request_layer,coffee:L43,vision,,31,102.0
request_layer,coffee:L43,vision,,0,103.0
request_layer,coffee:L43,vision,,2,104.0
request_layer,coffee:L43,vision,,41,105.0
request_layer,coffee:L43,vision,,10,106.0
request_layer,coffee:L43,vision,,22,107.0
request_layer,coffee:L43,vision,,12,108.0
request_layer,coffee:L43,vision,,0,109.0
request_layer,coffee:L43,vision,,15,110.0
request_layer,coffee:L43,vision,,20,111.0
request_layer,coffee:L43,vision,,13,112.0
request_layer,coffee:L43,vision,,1,113.0
request_layer,coffee:L43,vision,,48,114.0
request_layer,coffee:L43,vision,,1,115.0
request_layer,coffee:L43,vision,,0,116.0
request_layer,coffee:L43,vision,,23,117.0
request_layer,coffee:L43,vision,,48,118.0
request_layer,coffee:L43,vision,,41,119.0
request_layer,coffee:L43,vision,,5,120.0
request_layer,coffee:L43,vision,,8,121.0
request_layer,coffee:L43,vision,,31,122.0
request_layer,coffee:L43,vision,,25,123.0
request_layer,coffee:L43,vision,,10,124.0
request_layer,coffee:L43,vision,,11,125.0
request_layer,coffee:L43,vision,,35,126.0
request_layer,coffee:L43,vision,,4,127.0
request_layer,coffee:L44,vision,0.0,504,
request_layer,coffee:L44,vision,1.0,484,
request_layer,coffee:L44,vision,2.0,539,
request_layer,coffee:L44,vision,3.0,457,
request_layer,coffee:L44,vision,,13,0.0
request_layer,coffee:L44,vision,,13,1.0
request_layer,coffee:L44,vision,,14,2.0
request_layer,coffee:L44,vision,,12,3.0
request_layer,coffee:L44,vision,,3,4.0
request_layer,coffee:L44,vision,,21,5.0
request_layer,coffee:L44,vision,,5,6.0
request_layer,coffee:L44,vision,,23,7.0
request_layer,coffee:L44,vision,,0,8.0
request_layer,coffee:L44,vision,,6,9.0
request_layer,coffee:L44,vision,,0,10.0
request_layer,coffee:L44,vision,,21,11.0
request_layer,coffee:L44,vision,,18,12.0
request_layer,coffee:L44,vision,,6,13.0
request_layer,coffee:L44,vision,,16,14.0
request_layer,coffee:L44,vision,,29,15.0
request_layer,coffee:L44,vision,,23,16.0
request_layer,coffee:L44,vision,,37,17.0
request_layer,coffee:L44,vision,,44,18.0
request_layer,coffee:L44,vision,,8,19.0
request_layer,coffee:L44,vision,,4,20.0
request_layer,coffee:L44,vision,,17,21.0
request_layer,coffee:L44,vision,,37,22.0
request_layer,coffee:L44,vision,,10,23.0
request_layer,coffee:L44,vision,,21,24.0
request_layer,coffee:L44,vision,,20,25.0
request_layer,coffee:L44,vision,,8,26.0
request_layer,coffee:L44,vision,,0,27.0
request_layer,coffee:L44,vision,,33,28.0
request_layer,coffee:L44,vision,,14,29.0
request_layer,coffee:L44,vision,,7,30.0
request_layer,coffee:L44,vision,,21,31.0
request_layer,coffee:L44,vision,,13,32.0
request_layer,coffee:L44,vision,,14,33.0
request_layer,coffee:L44,vision,,2,34.0
request_layer,coffee:L44,vision,,2,35.0
request_layer,coffee:L44,vision,,24,36.0
request_layer,coffee:L44,vision,,19,37.0
request_layer,coffee:L44,vision,,2,38.0
request_layer,coffee:L44,vision,,6,39.0
request_layer,coffee:L44,vision,,30,40.0
request_layer,coffee:L44,vision,,50,41.0
request_layer,coffee:L44,vision,,13,42.0
request_layer,coffee:L44,vision,,41,43.0
request_layer,coffee:L44,vision,,7,44.0
request_layer,coffee:L44,vision,,11,45.0
request_layer,coffee:L44,vision,,1,46.0
request_layer,coffee:L44,vision,,2,47.0
request_layer,coffee:L44,vision,,11,48.0
request_layer,coffee:L44,vision,,27,49.0
request_layer,coffee:L44,vision,,17,50.0
request_layer,coffee:L44,vision,,29,51.0
request_layer,coffee:L44,vision,,5,52.0
request_layer,coffee:L44,vision,,14,53.0
request_layer,coffee:L44,vision,,6,54.0
request_layer,coffee:L44,vision,,29,55.0
request_layer,coffee:L44,vision,,15,56.0
request_layer,coffee:L44,vision,,6,57.0
request_layer,coffee:L44,vision,,9,58.0
request_layer,coffee:L44,vision,,15,59.0
request_layer,coffee:L44,vision,,22,60.0
request_layer,coffee:L44,vision,,14,61.0
request_layer,coffee:L44,vision,,3,62.0
request_layer,coffee:L44,vision,,25,63.0
request_layer,coffee:L44,vision,,12,64.0
request_layer,coffee:L44,vision,,4,65.0
request_layer,coffee:L44,vision,,1,66.0
request_layer,coffee:L44,vision,,18,67.0
request_layer,coffee:L44,vision,,65,68.0
request_layer,coffee:L44,vision,,10,69.0
request_layer,coffee:L44,vision,,28,70.0
request_layer,coffee:L44,vision,,6,71.0
request_layer,coffee:L44,vision,,15,72.0
request_layer,coffee:L44,vision,,36,73.0
request_layer,coffee:L44,vision,,0,74.0
request_layer,coffee:L44,vision,,0,75.0
request_layer,coffee:L44,vision,,5,76.0
request_layer,coffee:L44,vision,,16,77.0
request_layer,coffee:L44,vision,,3,78.0
request_layer,coffee:L44,vision,,35,79.0
request_layer,coffee:L44,vision,,4,80.0
request_layer,coffee:L44,vision,,10,81.0
request_layer,coffee:L44,vision,,31,82.0
request_layer,coffee:L44,vision,,34,83.0
request_layer,coffee:L44,vision,,50,84.0
request_layer,coffee:L44,vision,,0,85.0
request_layer,coffee:L44,vision,,24,86.0
request_layer,coffee:L44,vision,,0,87.0
request_layer,coffee:L44,vision,,3,88.0
request_layer,coffee:L44,vision,,11,89.0
request_layer,coffee:L44,vision,,26,90.0
request_layer,coffee:L44,vision,,31,91.0
request_layer,coffee:L44,vision,,11,92.0
request_layer,coffee:L44,vision,,0,93.0
request_layer,coffee:L44,vision,,16,94.0
request_layer,coffee:L44,vision,,34,95.0
request_layer,coffee:L44,vision,,4,96.0
request_layer,coffee:L44,vision,,28,97.0
request_layer,coffee:L44,vision,,2,98.0
request_layer,coffee:L44,vision,,6,99.0
request_layer,coffee:L44,vision,,26,100.0
request_layer,coffee:L44,vision,,14,101.0
request_layer,coffee:L44,vision,,13,102.0
request_layer,coffee:L44,vision,,28,103.0
request_layer,coffee:L44,vision,,3,104.0
request_layer,coffee:L44,vision,,4,105.0
request_layer,coffee:L44,vision,,34,106.0
request_layer,coffee:L44,vision,,14,107.0
request_layer,coffee:L44,vision,,3,108.0
request_layer,coffee:L44,vision,,36,109.0
request_layer,coffee:L44,vision,,12,110.0
request_layer,coffee:L44,vision,,1,111.0
request_layer,coffee:L44,vision,,11,112.0
request_layer,coffee:L44,vision,,35,113.0
request_layer,coffee:L44,vision,,1,114.0
request_layer,coffee:L44,vision,,0,115.0
request_layer,coffee:L44,vision,,43,116.0
request_layer,coffee:L44,vision,,1,117.0
request_layer,coffee:L44,vision,,21,118.0
request_layer,coffee:L44,vision,,5,119.0
request_layer,coffee:L44,vision,,0,120.0
request_layer,coffee:L44,vision,,13,121.0
request_layer,coffee:L44,vision,,32,122.0
request_layer,coffee:L44,vision,,17,123.0
request_layer,coffee:L44,vision,,0,124.0
request_layer,coffee:L44,vision,,30,125.0
request_layer,coffee:L44,vision,,6,126.0
request_layer,coffee:L44,vision,,14,127.0
request_layer,coffee:L45,vision,0.0,469,
request_layer,coffee:L45,vision,1.0,458,
request_layer,coffee:L45,vision,2.0,597,
request_layer,coffee:L45,vision,3.0,460,
request_layer,coffee:L45,vision,,9,0.0
request_layer,coffee:L45,vision,,27,1.0
request_layer,coffee:L45,vision,,3,2.0
request_layer,coffee:L45,vision,,7,3.0
request_layer,coffee:L45,vision,,3,4.0
request_layer,coffee:L45,vision,,4,5.0
request_layer,coffee:L45,vision,,31,6.0
request_layer,coffee:L45,vision,,16,7.0
request_layer,coffee:L45,vision,,9,8.0
request_layer,coffee:L45,vision,,0,9.0
request_layer,coffee:L45,vision,,5,10.0
request_layer,coffee:L45,vision,,29,11.0
request_layer,coffee:L45,vision,,5,12.0
request_layer,coffee:L45,vision,,34,13.0
request_layer,coffee:L45,vision,,7,14.0
request_layer,coffee:L45,vision,,33,15.0
request_layer,coffee:L45,vision,,23,16.0
request_layer,coffee:L45,vision,,15,17.0
request_layer,coffee:L45,vision,,5,18.0
request_layer,coffee:L45,vision,,14,19.0
request_layer,coffee:L45,vision,,7,20.0
request_layer,coffee:L45,vision,,40,21.0
request_layer,coffee:L45,vision,,5,22.0
request_layer,coffee:L45,vision,,12,23.0
request_layer,coffee:L45,vision,,21,24.0
request_layer,coffee:L45,vision,,0,25.0
request_layer,coffee:L45,vision,,8,26.0
request_layer,coffee:L45,vision,,6,27.0
request_layer,coffee:L45,vision,,57,28.0
request_layer,coffee:L45,vision,,22,29.0
request_layer,coffee:L45,vision,,9,30.0
request_layer,coffee:L45,vision,,3,31.0
request_layer,coffee:L45,vision,,12,32.0
request_layer,coffee:L45,vision,,0,33.0
request_layer,coffee:L45,vision,,45,34.0
request_layer,coffee:L45,vision,,3,35.0
request_layer,coffee:L45,vision,,13,36.0
request_layer,coffee:L45,vision,,12,37.0
request_layer,coffee:L45,vision,,14,38.0
request_layer,coffee:L45,vision,,9,39.0
request_layer,coffee:L45,vision,,2,40.0
request_layer,coffee:L45,vision,,10,41.0
request_layer,coffee:L45,vision,,16,42.0
request_layer,coffee:L45,vision,,36,43.0
request_layer,coffee:L45,vision,,18,44.0
request_layer,coffee:L45,vision,,13,45.0
request_layer,coffee:L45,vision,,19,46.0
request_layer,coffee:L45,vision,,16,47.0
request_layer,coffee:L45,vision,,8,48.0
request_layer,coffee:L45,vision,,49,49.0
request_layer,coffee:L45,vision,,0,50.0
request_layer,coffee:L45,vision,,10,51.0
request_layer,coffee:L45,vision,,21,52.0
request_layer,coffee:L45,vision,,24,53.0
request_layer,coffee:L45,vision,,10,54.0
request_layer,coffee:L45,vision,,5,55.0
request_layer,coffee:L45,vision,,19,56.0
request_layer,coffee:L45,vision,,2,57.0
request_layer,coffee:L45,vision,,26,58.0
request_layer,coffee:L45,vision,,0,59.0
request_layer,coffee:L45,vision,,12,60.0
request_layer,coffee:L45,vision,,0,61.0
request_layer,coffee:L45,vision,,0,62.0
request_layer,coffee:L45,vision,,34,63.0
request_layer,coffee:L45,vision,,20,64.0
request_layer,coffee:L45,vision,,12,65.0
request_layer,coffee:L45,vision,,7,66.0
request_layer,coffee:L45,vision,,17,67.0
request_layer,coffee:L45,vision,,0,68.0
request_layer,coffee:L45,vision,,2,69.0
request_layer,coffee:L45,vision,,15,70.0
request_layer,coffee:L45,vision,,9,71.0
request_layer,coffee:L45,vision,,62,72.0
request_layer,coffee:L45,vision,,8,73.0
request_layer,coffee:L45,vision,,13,74.0
request_layer,coffee:L45,vision,,31,75.0
request_layer,coffee:L45,vision,,21,76.0
request_layer,coffee:L45,vision,,6,77.0
request_layer,coffee:L45,vision,,32,78.0
request_layer,coffee:L45,vision,,5,79.0
request_layer,coffee:L45,vision,,12,80.0
request_layer,coffee:L45,vision,,77,81.0
request_layer,coffee:L45,vision,,13,82.0
request_layer,coffee:L45,vision,,14,83.0
request_layer,coffee:L45,vision,,2,84.0
request_layer,coffee:L45,vision,,25,85.0
request_layer,coffee:L45,vision,,37,86.0
request_layer,coffee:L45,vision,,3,87.0
request_layer,coffee:L45,vision,,19,88.0
request_layer,coffee:L45,vision,,5,89.0
request_layer,coffee:L45,vision,,13,90.0
request_layer,coffee:L45,vision,,1,91.0
request_layer,coffee:L45,vision,,2,92.0
request_layer,coffee:L45,vision,,68,93.0
request_layer,coffee:L45,vision,,36,94.0
request_layer,coffee:L45,vision,,10,95.0
request_layer,coffee:L45,vision,,0,96.0
request_layer,coffee:L45,vision,,2,97.0
request_layer,coffee:L45,vision,,23,98.0
request_layer,coffee:L45,vision,,0,99.0
request_layer,coffee:L45,vision,,8,100.0
request_layer,coffee:L45,vision,,11,101.0
request_layer,coffee:L45,vision,,10,102.0
request_layer,coffee:L45,vision,,4,103.0
request_layer,coffee:L45,vision,,8,104.0
request_layer,coffee:L45,vision,,66,105.0
request_layer,coffee:L45,vision,,0,106.0
request_layer,coffee:L45,vision,,21,107.0
request_layer,coffee:L45,vision,,35,108.0
request_layer,coffee:L45,vision,,20,109.0
request_layer,coffee:L45,vision,,16,110.0
request_layer,coffee:L45,vision,,11,111.0
request_layer,coffee:L45,vision,,15,112.0
request_layer,coffee:L45,vision,,27,113.0
request_layer,coffee:L45,vision,,0,114.0
request_layer,coffee:L45,vision,,34,115.0
request_layer,coffee:L45,vision,,9,116.0
request_layer,coffee:L45,vision,,16,117.0
request_layer,coffee:L45,vision,,32,118.0
request_layer,coffee:L45,vision,,7,119.0
request_layer,coffee:L45,vision,,0,120.0
request_layer,coffee:L45,vision,,22,121.0
request_layer,coffee:L45,vision,,0,122.0
request_layer,coffee:L45,vision,,7,123.0
request_layer,coffee:L45,vision,,7,124.0
request_layer,coffee:L45,vision,,18,125.0
request_layer,coffee:L45,vision,,15,126.0
request_layer,coffee:L45,vision,,16,127.0
request_layer,coffee:L46,vision,0.0,473,
request_layer,coffee:L46,vision,1.0,385,
request_layer,coffee:L46,vision,2.0,597,
request_layer,coffee:L46,vision,3.0,529,
request_layer,coffee:L46,vision,,11,0.0
request_layer,coffee:L46,vision,,11,1.0
request_layer,coffee:L46,vision,,11,2.0
request_layer,coffee:L46,vision,,2,3.0
request_layer,coffee:L46,vision,,19,4.0
request_layer,coffee:L46,vision,,4,5.0
request_layer,coffee:L46,vision,,30,6.0
request_layer,coffee:L46,vision,,36,7.0
request_layer,coffee:L46,vision,,14,8.0
request_layer,coffee:L46,vision,,11,9.0
request_layer,coffee:L46,vision,,14,10.0
request_layer,coffee:L46,vision,,9,11.0
request_layer,coffee:L46,vision,,0,12.0
request_layer,coffee:L46,vision,,9,13.0
request_layer,coffee:L46,vision,,5,14.0
request_layer,coffee:L46,vision,,10,15.0
request_layer,coffee:L46,vision,,8,16.0
request_layer,coffee:L46,vision,,23,17.0
request_layer,coffee:L46,vision,,11,18.0
request_layer,coffee:L46,vision,,17,19.0
request_layer,coffee:L46,vision,,32,20.0
request_layer,coffee:L46,vision,,18,21.0
request_layer,coffee:L46,vision,,2,22.0
request_layer,coffee:L46,vision,,21,23.0
request_layer,coffee:L46,vision,,1,24.0
request_layer,coffee:L46,vision,,30,25.0
request_layer,coffee:L46,vision,,10,26.0
request_layer,coffee:L46,vision,,3,27.0
request_layer,coffee:L46,vision,,58,28.0
request_layer,coffee:L46,vision,,5,29.0
request_layer,coffee:L46,vision,,17,30.0
request_layer,coffee:L46,vision,,21,31.0
request_layer,coffee:L46,vision,,1,32.0
request_layer,coffee:L46,vision,,4,33.0
request_layer,coffee:L46,vision,,18,34.0
request_layer,coffee:L46,vision,,13,35.0
request_layer,coffee:L46,vision,,7,36.0
request_layer,coffee:L46,vision,,17,37.0
request_layer,coffee:L46,vision,,41,38.0
request_layer,coffee:L46,vision,,23,39.0
request_layer,coffee:L46,vision,,11,40.0
request_layer,coffee:L46,vision,,6,41.0
request_layer,coffee:L46,vision,,0,42.0
request_layer,coffee:L46,vision,,12,43.0
request_layer,coffee:L46,vision,,7,44.0
request_layer,coffee:L46,vision,,9,45.0
request_layer,coffee:L46,vision,,14,46.0
request_layer,coffee:L46,vision,,24,47.0
request_layer,coffee:L46,vision,,5,48.0
request_layer,coffee:L46,vision,,9,49.0
request_layer,coffee:L46,vision,,28,50.0
request_layer,coffee:L46,vision,,45,51.0
request_layer,coffee:L46,vision,,1,52.0
request_layer,coffee:L46,vision,,22,53.0
request_layer,coffee:L46,vision,,4,54.0
request_layer,coffee:L46,vision,,4,55.0
request_layer,coffee:L46,vision,,0,56.0
request_layer,coffee:L46,vision,,0,57.0
request_layer,coffee:L46,vision,,0,58.0
request_layer,coffee:L46,vision,,0,59.0
request_layer,coffee:L46,vision,,12,60.0
request_layer,coffee:L46,vision,,16,61.0
request_layer,coffee:L46,vision,,7,62.0
request_layer,coffee:L46,vision,,25,63.0
request_layer,coffee:L46,vision,,32,64.0
request_layer,coffee:L46,vision,,0,65.0
request_layer,coffee:L46,vision,,21,66.0
request_layer,coffee:L46,vision,,44,67.0
request_layer,coffee:L46,vision,,9,68.0
request_layer,coffee:L46,vision,,17,69.0
request_layer,coffee:L46,vision,,18,70.0
request_layer,coffee:L46,vision,,11,71.0
request_layer,coffee:L46,vision,,0,72.0
request_layer,coffee:L46,vision,,1,73.0
request_layer,coffee:L46,vision,,11,74.0
request_layer,coffee:L46,vision,,6,75.0
request_layer,coffee:L46,vision,,25,76.0
request_layer,coffee:L46,vision,,7,77.0
request_layer,coffee:L46,vision,,1,78.0
request_layer,coffee:L46,vision,,21,79.0
request_layer,coffee:L46,vision,,15,80.0
request_layer,coffee:L46,vision,,37,81.0
request_layer,coffee:L46,vision,,33,82.0
request_layer,coffee:L46,vision,,23,83.0
request_layer,coffee:L46,vision,,9,84.0
request_layer,coffee:L46,vision,,19,85.0
request_layer,coffee:L46,vision,,19,86.0
request_layer,coffee:L46,vision,,0,87.0
request_layer,coffee:L46,vision,,27,88.0
request_layer,coffee:L46,vision,,38,89.0
request_layer,coffee:L46,vision,,21,90.0
request_layer,coffee:L46,vision,,23,91.0
request_layer,coffee:L46,vision,,59,92.0
request_layer,coffee:L46,vision,,13,93.0
request_layer,coffee:L46,vision,,31,94.0
request_layer,coffee:L46,vision,,6,95.0
request_layer,coffee:L46,vision,,9,96.0
request_layer,coffee:L46,vision,,4,97.0
request_layer,coffee:L46,vision,,16,98.0
request_layer,coffee:L46,vision,,6,99.0
request_layer,coffee:L46,vision,,6,100.0
request_layer,coffee:L46,vision,,11,101.0
request_layer,coffee:L46,vision,,61,102.0
request_layer,coffee:L46,vision,,7,103.0
request_layer,coffee:L46,vision,,1,104.0
request_layer,coffee:L46,vision,,22,105.0
request_layer,coffee:L46,vision,,31,106.0
request_layer,coffee:L46,vision,,45,107.0
request_layer,coffee:L46,vision,,0,108.0
request_layer,coffee:L46,vision,,18,109.0
request_layer,coffee:L46,vision,,32,110.0
request_layer,coffee:L46,vision,,25,111.0
request_layer,coffee:L46,vision,,24,112.0
request_layer,coffee:L46,vision,,19,113.0
request_layer,coffee:L46,vision,,19,114.0
request_layer,coffee:L46,vision,,13,115.0
request_layer,coffee:L46,vision,,3,116.0
request_layer,coffee:L46,vision,,23,117.0
request_layer,coffee:L46,vision,,18,118.0
request_layer,coffee:L46,vision,,9,119.0
request_layer,coffee:L46,vision,,4,120.0
request_layer,coffee:L46,vision,,0,121.0
request_layer,coffee:L46,vision,,20,122.0
request_layer,coffee:L46,vision,,26,123.0
request_layer,coffee:L46,vision,,16,124.0
request_layer,coffee:L46,vision,,1,125.0
request_layer,coffee:L46,vision,,23,126.0
request_layer,coffee:L46,vision,,17,127.0
request_layer,coffee:L47,vision,0.0,576,
request_layer,coffee:L47,vision,1.0,517,
request_layer,coffee:L47,vision,2.0,416,
request_layer,coffee:L47,vision,3.0,475,
request_layer,coffee:L47,vision,,6,0.0
request_layer,coffee:L47,vision,,25,1.0
request_layer,coffee:L47,vision,,26,2.0
request_layer,coffee:L47,vision,,15,3.0
request_layer,coffee:L47,vision,,4,4.0
request_layer,coffee:L47,vision,,16,5.0
request_layer,coffee:L47,vision,,11,6.0
request_layer,coffee:L47,vision,,5,7.0
request_layer,coffee:L47,vision,,19,8.0
request_layer,coffee:L47,vision,,62,9.0
request_layer,coffee:L47,vision,,11,10.0
request_layer,coffee:L47,vision,,27,11.0
request_layer,coffee:L47,vision,,25,12.0
request_layer,coffee:L47,vision,,0,13.0
request_layer,coffee:L47,vision,,52,14.0
request_layer,coffee:L47,vision,,14,15.0
request_layer,coffee:L47,vision,,18,16.0
request_layer,coffee:L47,vision,,3,17.0
request_layer,coffee:L47,vision,,2,18.0
request_layer,coffee:L47,vision,,7,19.0
request_layer,coffee:L47,vision,,17,20.0
request_layer,coffee:L47,vision,,23,21.0
request_layer,coffee:L47,vision,,9,22.0
request_layer,coffee:L47,vision,,9,23.0
request_layer,coffee:L47,vision,,14,24.0
request_layer,coffee:L47,vision,,11,25.0
request_layer,coffee:L47,vision,,44,26.0
request_layer,coffee:L47,vision,,47,27.0
request_layer,coffee:L47,vision,,10,28.0
request_layer,coffee:L47,vision,,0,29.0
request_layer,coffee:L47,vision,,26,30.0
request_layer,coffee:L47,vision,,18,31.0
request_layer,coffee:L47,vision,,11,32.0
request_layer,coffee:L47,vision,,3,33.0
request_layer,coffee:L47,vision,,14,34.0
request_layer,coffee:L47,vision,,18,35.0
request_layer,coffee:L47,vision,,34,36.0
request_layer,coffee:L47,vision,,60,37.0
request_layer,coffee:L47,vision,,32,38.0
request_layer,coffee:L47,vision,,4,39.0
request_layer,coffee:L47,vision,,0,40.0
request_layer,coffee:L47,vision,,7,41.0
request_layer,coffee:L47,vision,,19,42.0
request_layer,coffee:L47,vision,,0,43.0
request_layer,coffee:L47,vision,,8,44.0
request_layer,coffee:L47,vision,,1,45.0
request_layer,coffee:L47,vision,,10,46.0
request_layer,coffee:L47,vision,,19,47.0
request_layer,coffee:L47,vision,,29,48.0
request_layer,coffee:L47,vision,,4,49.0
request_layer,coffee:L47,vision,,8,50.0
request_layer,coffee:L47,vision,,1,51.0
request_layer,coffee:L47,vision,,38,52.0
request_layer,coffee:L47,vision,,3,53.0
request_layer,coffee:L47,vision,,21,54.0
request_layer,coffee:L47,vision,,18,55.0
request_layer,coffee:L47,vision,,0,56.0
request_layer,coffee:L47,vision,,9,57.0
request_layer,coffee:L47,vision,,8,58.0
request_layer,coffee:L47,vision,,17,59.0
request_layer,coffee:L47,vision,,47,60.0
request_layer,coffee:L47,vision,,33,61.0
request_layer,coffee:L47,vision,,27,62.0
request_layer,coffee:L47,vision,,14,63.0
request_layer,coffee:L47,vision,,12,64.0
request_layer,coffee:L47,vision,,6,65.0
request_layer,coffee:L47,vision,,20,66.0
request_layer,coffee:L47,vision,,11,67.0
request_layer,coffee:L47,vision,,0,68.0
request_layer,coffee:L47,vision,,26,69.0
request_layer,coffee:L47,vision,,0,70.0
request_layer,coffee:L47,vision,,1,71.0
request_layer,coffee:L47,vision,,30,72.0
request_layer,coffee:L47,vision,,32,73.0
request_layer,coffee:L47,vision,,2,74.0
